"gender","age","income","overage","underage","phone","price","lines","bill","churn"
1,63,87819,0,14,"ios",868.02,2,72.76,"neg"
1,51,30538,14,26,"and",366.72,5,114.03,"neg"
0,56,23058,44,11,"and",732.79,4,153.63,"neg"
1,34,25565,38,17,"ios",686.92,4,132.01,"pos"
1,66,53786,58,0,"and",890.46,2,87.04,"neg"
0,57,105877,39,0,"and",844.14,2,79,"pos"
1,46,23954,0,0,"and",767.31,3,114.5,"neg"
1,50,76143,17,26,"and",387.82,2,78.84,"pos"
0,58,26775,0,8,"and",505.93,1,55.59,"neg"
0,47,93450,0,18,"and",229.23,1,55.39,"pos"
1,46,46796,11,0,"other",40.32,3,96.13,"neg"
1,25,27409,57,0,"and",871.91,2,100.82,"neg"
0,50,24407,0,18,"ios",996.88,2,78.89,"neg"
0,25,83017,55,0,"ios",747.66,1,88.22,"pos"
0,65,19713,67,5,"and",236.75,2,98.11,"pos"
1,38,108328,0,40,"and",602.62,2,94.4,"pos"
0,59,22550,0,21,"and",227.33,3,87.35,"neg"
1,68,119537,0,37,"and",758.96,2,92.6,"neg"
1,26,305849,23,20,"ios",384.33,2,78.75,"pos"
0,46,48637,23,39,"ios",1062.28,1,69.58,"neg"
1,63,54338,0,32,"and",386.56,2,80.6,"pos"
0,32,35675,29,12,"and",295.52,2,82.9,"neg"
0,72,113599,0,15,"ios",690.11,1,60,"pos"
0,74,209082,0,11,"and",358.42,4,118.28,"pos"
1,46,46464,53,27,"and",763.48,5,189.78,"pos"
0,23,36044,0,9,"and",669.41,5,118.45,"neg"
0,22,42102,4,35,"and",750.53,3,104.98,"neg"
0,32,266505,48,0,"and",750.02,4,91.33,"neg"
0,73,143287,0,0,"and",336.8,2,103.57,"pos"
0,73,19574,0,26,"and",792.76,3,115.21,"neg"
1,43,26589,42,0,"and",881.92,1,81.85,"pos"
0,74,22826,15,0,"and",759.31,3,97.42,"neg"
0,37,42938,19,19,"and",513.64,2,91.68,"neg"
1,50,58346,22,30,"and",346.59,3,92.49,"neg"
0,44,267737,47,26,"and",548.05,3,129.02,"pos"
1,62,333238,8,5,"and",821.46,1,52.51,"pos"
1,38,23756,20,18,"ios",808.46,2,90.85,"pos"
0,50,320202,32,24,"and",463.36,3,125.57,"pos"
1,48,35491,22,30,"ios",652.02,1,77.18,"neg"
0,52,129110,59,0,"ios",758.81,4,130.96,"pos"
0,39,15473,21,24,"and",824.6,3,99.49,"neg"
0,42,110008,0,7,"and",100.98,3,100.44,"neg"
1,77,21305,6,32,"and",251.77,1,62.87,"neg"
1,69,97892,54,1,"ios",664.79,4,122.97,"pos"
0,53,24855,0,19,"ios",547.58,1,61.9,"neg"
1,64,135003,0,0,"and",190.27,1,52.48,"neg"
0,57,25037,20,0,"ios",538.21,4,156.34,"neg"
0,49,27758,4,15,"and",699.11,5,160.21,"neg"
1,64,54406,26,24,"other",180.46,5,166.27,"neg"
0,31,35164,10,12,"ios",392.96,1,66.99,"pos"
0,41,36599,34,3,"and",647.08,2,85.41,"neg"
1,20,29050,5,8,"win",378.5,3,65.4,"neg"
1,60,175876,13,9,"and",615.41,2,85.93,"pos"
0,20,40542,37,23,"ios",630.6,2,107.87,"pos"
1,36,67320,66,27,"and",750.42,2,82.68,"pos"
1,34,86077,54,11,"and",166.09,3,104.56,"pos"
1,45,188673,7,16,"ios",714,4,129.49,"pos"
1,70,118029,0,33,"ios",338.17,3,91.81,"pos"
1,24,318487,14,39,"and",264.23,3,110.52,"pos"
0,70,17065,45,27,"and",677.2,3,103.19,"neg"
0,21,85735,25,16,"and",870.93,4,120.8,"neg"
1,41,326469,55,1,"ios",399.71,5,145.69,"pos"
0,32,26904,23,0,"and",505.46,4,107.08,"neg"
0,70,325564,10,22,"and",876.13,3,129.21,"pos"
1,78,75953,12,37,"and",875.11,2,105.88,"neg"
1,57,51259,29,4,"ios",738.7,2,91.37,"neg"
1,35,240572,20,0,"and",815.92,2,104.93,"pos"
0,34,20122,18,9,"and",307.61,4,151.7,"neg"
1,57,74421,6,30,"and",642.63,2,83.68,"pos"
0,40,29037,40,0,"and",843.29,1,85.49,"neg"
0,39,37979,0,0,"win",389.05,2,89.02,"neg"
0,22,49898,67,0,"and",639.99,1,96.51,"neg"
1,52,197792,26,27,"and",617.32,4,97.92,"pos"
1,61,36135,15,42,"and",675.13,1,69.89,"pos"
1,34,38021,10,14,"and",775.38,3,134.1,"neg"
0,63,26970,14,9,"and",544.64,4,107.49,"neg"
1,22,33184,35,9,"and",669.87,4,93.67,"neg"
0,33,29065,25,22,"ios",833.11,4,102,"pos"
0,71,58444,37,14,"ios",875.29,3,101.45,"pos"
0,59,74328,45,0,"and",313.23,2,82.54,"neg"
0,53,70464,0,14,"and",358.7,2,77.85,"neg"
1,31,35550,47,28,"and",296.68,4,96.74,"neg"
1,32,54363,82,38,"and",830.07,3,92.06,"pos"
1,46,82626,23,0,"and",740.69,2,92.82,"neg"
1,66,23074,23,30,"and",302.66,5,107.25,"neg"
1,21,99032,24,0,"and",627.81,2,95.98,"neg"
0,29,344587,23,19,"ios",1037.08,3,111.53,"pos"
1,71,19512,0,16,"and",764.84,2,75.01,"neg"
1,28,49618,35,27,"ios",514.16,4,113.08,"neg"
0,59,63124,36,0,"and",276.26,1,63.06,"pos"
1,62,94193,9,0,"ios",907.04,1,45.54,"pos"
1,64,29329,39,28,"and",492.49,3,91.82,"pos"
1,40,32145,0,13,"ios",304.14,3,72.27,"pos"
0,44,44409,6,2,"and",562.18,2,65.51,"neg"
1,35,25818,0,32,"ios",588.49,1,52.73,"pos"
0,29,21060,0,26,"and",789.66,1,77.16,"neg"
1,42,104808,10,19,"and",431.84,3,115.63,"neg"
0,36,170549,0,6,"and",663.94,3,118.31,"pos"
1,51,199135,7,3,"ios",696.03,4,138.47,"pos"
1,32,84302,13,8,"and",108.19,2,73.95,"neg"
0,37,164366,21,32,"ios",566.31,1,73.93,"pos"
0,53,231424,8,30,"and",419.54,3,106.99,"pos"
1,49,37443,38,23,"ios",405.04,3,81.57,"neg"
0,33,83364,14,16,"and",241.92,3,103.23,"neg"
1,21,144789,27,23,"and",290.98,2,102.03,"pos"
1,32,56928,24,7,"and",581.25,4,87.41,"neg"
1,71,88929,26,14,"and",101.43,1,72.97,"pos"
0,71,72764,26,39,"and",283.06,5,162.2,"neg"
0,61,227258,54,26,"and",566.69,4,153.82,"pos"
1,72,19023,5,32,"and",895.09,2,62.77,"neg"
1,45,26333,7,24,"and",585.32,1,77.89,"neg"
0,70,91328,22,3,"and",478.91,2,87.63,"pos"
0,73,88435,0,8,"and",794.23,2,85.86,"neg"
0,32,74120,20,17,"and",667.44,4,101.41,"pos"
1,74,52269,0,0,"and",776.91,2,77.21,"neg"
0,58,92989,2,26,"and",505.91,2,97.43,"pos"
0,32,123023,21,21,"and",194.93,4,125.05,"pos"
0,44,39044,43,30,"and",166.91,2,77.37,"neg"
1,33,125283,36,14,"and",450.71,4,144.99,"pos"
1,33,41128,61,16,"and",632.96,2,77.89,"pos"
0,70,17681,10,25,"and",698.04,3,92.27,"neg"
1,61,195487,31,14,"and",490.91,1,73,"pos"
0,62,37604,0,25,"and",342.11,1,60.9,"pos"
0,72,64854,6,0,"ios",919.87,2,82.34,"pos"
0,64,108308,33,15,"and",439.41,5,122.17,"neg"
0,23,21964,0,6,"ios",666.62,4,100.26,"neg"
1,20,28723,29,26,"ios",481.59,2,66.74,"neg"
0,25,244715,1,1,"and",583.49,4,121.16,"pos"
0,77,24717,0,30,"and",102.6,2,88.37,"neg"
0,38,292437,18,22,"and",746.13,5,134.72,"pos"
0,31,274594,66,9,"ios",463.63,2,111.48,"pos"
1,20,267144,51,9,"and",300.45,1,68.39,"pos"
0,69,293395,75,7,"and",142.65,3,119.2,"pos"
1,33,55497,31,18,"and",714.38,2,76.79,"neg"
1,73,47644,15,12,"and",280.38,1,84.67,"pos"
1,28,41981,79,17,"and",756.2,1,84.83,"pos"
0,51,28737,14,4,"and",701.81,2,93.02,"neg"
0,41,44777,31,7,"and",737.15,1,63.39,"neg"
0,25,19726,27,2,"and",336.94,1,61.54,"neg"
0,76,78088,26,0,"and",331.37,1,71.35,"pos"
0,22,40867,32,17,"and",499.75,1,72.57,"pos"
0,51,24659,0,17,"ios",697.42,1,64.16,"neg"
0,68,240994,0,23,"and",333.08,1,73.97,"pos"
1,52,154358,29,39,"and",463.52,2,88.43,"pos"
0,46,25310,19,13,"ios",558.08,2,70.04,"neg"
1,26,28859,46,4,"and",722.62,2,101.07,"neg"
0,27,122179,0,19,"and",453.9,4,128.64,"neg"
0,59,19045,43,12,"and",518.28,1,81.58,"neg"
0,34,22919,44,1,"and",392.57,2,100.97,"neg"
1,33,99737,5,43,"other",108.02,2,84.55,"pos"
0,51,178245,52,22,"and",714.18,4,134.76,"pos"
0,73,63999,0,0,"ios",1027.58,3,101.85,"neg"
1,22,82624,12,26,"and",362.37,3,126.53,"neg"
0,59,23371,26,4,"ios",364.63,1,69.45,"neg"
0,64,21074,17,26,"and",666.5,2,97.81,"neg"
1,69,147673,26,7,"and",717.7,2,88.2,"pos"
1,23,56447,29,14,"and",586.1,2,87,"neg"
0,71,41811,24,0,"and",445.98,4,138.14,"neg"
1,32,128792,0,33,"ios",951.85,4,147.93,"pos"
1,22,34560,51,54,"and",690.67,1,76.56,"pos"
1,38,29945,0,16,"and",663.43,2,79.85,"neg"
0,58,67471,2,0,"and",113.87,2,84.66,"neg"
1,49,18143,55,7,"and",846.34,4,156.54,"neg"
1,69,58373,12,5,"and",839.76,2,76.38,"neg"
1,20,29760,27,26,"ios",806.24,2,81.87,"neg"
1,58,69255,8,13,"ios",829.64,3,106.5,"neg"
1,48,79620,5,17,"and",814.65,2,77.39,"neg"
1,29,45059,15,9,"and",241.59,2,75.13,"pos"
0,58,51951,0,0,"ios",449.39,1,55.42,"neg"
0,20,20411,42,25,"and",408.54,2,85.87,"neg"
1,68,15794,17,0,"and",282.81,1,61.88,"neg"
0,60,57425,52,19,"and",215.75,1,83.11,"pos"
1,76,105676,46,6,"and",427.92,2,116.25,"pos"
0,47,119983,19,0,"ios",531.09,1,66.55,"pos"
1,57,60294,26,14,"and",481.62,2,98.97,"pos"
0,59,54083,13,19,"and",437.32,5,168.16,"pos"
0,48,136695,73,9,"ios",437.68,4,132.04,"pos"
1,57,25956,4,32,"ios",909.53,2,60.41,"neg"
0,62,18877,51,0,"and",204.59,4,131.96,"neg"
0,59,62372,37,41,"and",469.59,3,126.22,"pos"
1,39,110054,49,6,"and",803.41,5,171.08,"pos"
1,38,86779,26,44,"ios",378.71,4,124.62,"pos"
0,20,50369,38,18,"and",698.81,2,110.95,"pos"
0,21,50846,37,0,"and",550.52,3,93.43,"pos"
0,25,41582,29,15,"ios",1036.77,2,93.34,"pos"
0,61,52176,34,5,"and",272.25,5,114.22,"neg"
0,60,182639,1,18,"other",32.91,3,73.17,"neg"
1,57,40731,37,36,"ios",802.36,3,98.46,"pos"
0,26,43807,23,12,"ios",896.35,2,95.85,"neg"
1,48,276458,3,0,"and",644.58,4,153.2,"pos"
1,48,71140,0,15,"ios",1004.04,1,79.68,"pos"
1,51,343813,5,23,"and",734.11,4,134.82,"pos"
0,40,51957,0,10,"ios",842.85,4,87.43,"neg"
0,64,17174,0,23,"and",237.9,1,74.83,"neg"
1,61,53611,33,33,"and",171.25,3,113.78,"neg"
1,69,16184,35,26,"and",791.36,2,66.29,"neg"
0,68,21052,21,17,"ios",514.24,4,111.96,"pos"
1,62,40895,41,8,"and",456.66,1,72.06,"pos"
0,45,84598,0,24,"and",541.19,1,67.78,"pos"
0,34,19241,9,1,"win",355.43,3,100.16,"neg"
1,68,41237,6,22,"and",510.74,3,110.7,"neg"
0,58,108875,0,13,"ios",365.36,4,118.85,"neg"
1,44,174437,37,0,"ios",1094.24,3,123.1,"pos"
1,29,260757,0,0,"and",781.74,5,122.61,"pos"
0,20,220950,51,8,"and",839.62,2,94.02,"pos"
0,75,41360,62,20,"and",820.56,2,92.66,"pos"
1,32,63626,34,27,"and",222.88,5,128.82,"pos"
0,26,132892,40,14,"and",517.97,2,91.13,"pos"
0,38,16318,43,44,"and",705.25,3,79.29,"pos"
1,35,24365,46,5,"ios",668.4,1,72.2,"pos"
0,57,62082,41,38,"ios",726.33,1,83.76,"pos"
1,61,50711,43,22,"and",289.58,2,95.71,"pos"
1,20,37003,57,0,"other",130.21,3,94.77,"neg"
1,24,109108,19,0,"and",730.97,4,124.9,"neg"
1,74,261405,36,0,"ios",910.57,3,104.73,"pos"
0,22,56518,25,8,"and",607.06,1,79.51,"pos"
0,39,116854,31,16,"and",448.96,2,86.54,"pos"
0,76,88029,8,0,"and",555.58,1,65.05,"neg"
0,54,49461,26,9,"and",799.91,3,124.1,"neg"
1,25,19626,40,31,"and",878.48,1,75.77,"pos"
0,73,137720,0,0,"and",173.2,4,98.04,"neg"
1,37,39148,66,27,"and",826.11,1,84.3,"pos"
0,62,133923,35,17,"and",525.21,3,116.54,"pos"
1,20,34674,12,26,"and",660.12,5,101.54,"neg"
1,56,31429,56,0,"and",888.15,2,100.2,"neg"
0,56,24758,0,38,"and",680.41,4,155.12,"neg"
1,56,37770,48,25,"and",594.73,4,117.22,"neg"
1,21,74376,51,13,"and",197.4,2,95.92,"pos"
0,65,137429,17,14,"and",572.15,1,58.04,"pos"
0,46,270026,0,0,"other",106.52,5,162.46,"pos"
1,32,43378,0,13,"and",249.65,1,60.53,"neg"
0,68,76135,55,4,"ios",738.44,2,97.44,"pos"
1,32,22340,0,0,"and",413.73,2,88.06,"neg"
1,54,108823,43,0,"and",422.28,4,143.42,"neg"
1,68,82037,38,13,"and",278.35,1,84.44,"pos"
1,43,20597,0,0,"and",726.24,2,73.42,"neg"
1,59,251852,55,27,"and",754.99,4,148.04,"pos"
0,28,47905,0,35,"ios",689.39,3,88.62,"neg"
1,37,111997,1,22,"ios",911.67,2,68.31,"pos"
1,22,74021,43,55,"ios",846.21,2,97.37,"pos"
1,70,111149,23,5,"win",363.21,2,89.69,"pos"
1,71,30444,0,24,"ios",612.46,1,64.39,"pos"
0,25,117099,48,0,"ios",719.92,4,112.01,"pos"
1,70,23694,32,7,"and",893.75,2,68.52,"neg"
0,63,307149,3,29,"ios",697.3,4,77.34,"pos"
1,36,77961,30,22,"and",528.89,2,85.07,"pos"
1,67,94423,7,16,"ios",609.33,1,63.85,"pos"
1,36,57873,46,39,"and",644.98,3,84.66,"pos"
0,33,176393,69,0,"and",746.56,5,106.99,"neg"
0,61,50840,29,46,"ios",854.64,2,100.45,"pos"
1,40,131790,26,29,"and",138.9,2,97.92,"pos"
1,64,77688,38,33,"and",723.28,4,136.43,"pos"
0,44,35248,16,11,"ios",865.73,4,130.48,"neg"
1,23,168368,12,24,"ios",620.89,3,110.15,"pos"
0,67,26204,34,0,"and",496.53,1,67.54,"neg"
0,60,30816,29,26,"ios",731.56,2,96.91,"neg"
0,61,51600,18,13,"and",895.66,3,69.01,"neg"
0,26,135483,0,42,"and",724.1,2,83.38,"pos"
1,22,21416,11,4,"other",165.03,4,90.48,"neg"
0,28,66960,24,9,"and",125.06,1,54.02,"pos"
0,49,105427,30,12,"ios",390.61,5,180.21,"neg"
0,22,22615,49,36,"and",451.94,2,100.2,"pos"
0,53,55107,0,20,"and",786.08,2,70.8,"neg"
1,57,112257,6,1,"and",416.66,2,93.59,"pos"
0,46,177795,26,36,"and",433.71,2,75.32,"pos"
1,74,41903,9,0,"and",599,2,95.1,"neg"
0,25,92919,1,11,"and",451.78,4,136.9,"neg"
0,37,15788,20,5,"and",128.09,3,99.86,"neg"
1,24,19388,36,12,"and",492.32,2,71.37,"pos"
1,60,31733,37,19,"and",277.03,1,63.73,"pos"
1,51,70636,0,11,"and",776.16,2,82.39,"neg"
0,48,167462,24,5,"and",397.2,3,97.29,"pos"
0,79,39770,0,40,"ios",763.96,2,95.52,"neg"
0,75,25253,58,1,"and",435.57,1,60.17,"pos"
0,39,43419,34,21,"and",526.86,2,96.13,"neg"
0,70,47140,12,19,"and",450.27,2,82.24,"pos"
0,74,121981,45,10,"and",542.19,4,108.86,"pos"
0,57,220185,37,10,"and",423.65,2,105.19,"pos"
0,51,217329,0,42,"and",659.25,4,118.01,"pos"
0,30,87358,36,37,"and",227.02,3,108.69,"pos"
0,60,22745,7,5,"win",318.52,1,62,"neg"
0,52,321238,0,0,"and",158.89,5,119.47,"pos"
0,71,54328,22,17,"and",397.84,1,50.63,"pos"
1,64,147840,24,18,"and",780.99,4,146.62,"pos"
0,46,74535,32,34,"and",203.7,1,79.46,"pos"
0,56,130933,43,4,"and",280.67,3,104.44,"pos"
1,30,23097,41,20,"and",142.04,2,73.81,"neg"
0,53,38831,10,0,"and",449.07,4,144.03,"neg"
1,37,289405,68,14,"and",410.4,4,124.86,"pos"
0,76,42763,65,0,"and",138.9,3,101.98,"neg"
1,63,61859,33,34,"and",579.26,3,126,"pos"
1,45,103925,22,14,"and",157.86,2,78.4,"pos"
0,68,23431,31,16,"and",654.71,2,85.27,"pos"
1,38,201650,63,0,"and",331.16,3,114.55,"pos"
0,36,60506,19,0,"ios",968.74,1,73.31,"neg"
0,64,28471,0,32,"other",224.4,4,143.49,"neg"
0,52,24945,33,26,"and",545.17,5,148.74,"neg"
0,63,58755,20,0,"and",783.9,3,119.18,"neg"
0,56,155068,27,28,"and",658.8,3,81.96,"pos"
0,37,114214,48,16,"ios",896.79,2,103.13,"pos"
1,72,18803,33,17,"ios",562.9,3,106.27,"pos"
0,66,115627,29,17,"ios",892.31,3,106.28,"neg"
1,53,58414,70,7,"and",689.09,2,93.54,"pos"
1,76,54589,23,9,"and",795.54,2,98.57,"neg"
0,65,32802,27,9,"and",507.75,3,86.68,"neg"
0,76,41266,3,0,"and",325.16,2,65.23,"neg"
1,20,54452,0,21,"ios",736.82,1,71.82,"pos"
0,63,44761,0,15,"and",543.64,3,115.11,"neg"
1,34,287024,27,0,"ios",906.87,4,106.45,"pos"
0,45,44795,19,20,"and",748.91,2,61.17,"neg"
1,74,35755,4,0,"and",774.36,5,111.38,"neg"
0,38,91179,21,24,"and",543.79,1,66.17,"pos"
1,70,25724,37,0,"ios",798.94,2,86.05,"neg"
0,59,51430,26,21,"and",518.89,3,106.45,"neg"
0,21,54375,45,2,"and",645.87,1,63.87,"neg"
1,50,28191,24,18,"ios",485.65,1,72.62,"pos"
1,51,27495,84,25,"and",591.74,2,110.45,"pos"
0,27,48037,14,12,"and",664.37,1,67.38,"neg"
1,52,25163,25,7,"and",691.75,2,92.58,"neg"
0,68,43992,22,13,"and",461.07,3,112.69,"neg"
0,48,72010,38,13,"and",511.42,1,69.98,"neg"
1,35,16820,0,9,"and",188.6,2,66.42,"neg"
1,59,45423,0,0,"and",216.62,2,79.24,"neg"
0,61,32017,76,14,"ios",764.06,1,80.64,"pos"
0,63,94071,67,25,"and",137.1,3,111.85,"pos"
1,48,46824,13,23,"and",454.5,3,99.89,"pos"
0,56,94137,31,16,"and",855.96,4,145.86,"neg"
0,29,22299,10,0,"and",794.21,2,82.16,"neg"
1,33,75999,78,38,"and",559.02,1,76.07,"pos"
1,64,39960,56,25,"and",435.77,2,105.12,"pos"
0,55,154208,30,17,"and",416.75,2,101.77,"neg"
1,75,212803,50,34,"ios",925.54,2,111.79,"pos"
0,70,29440,27,14,"and",177.38,2,89.95,"pos"
0,47,16270,36,29,"ios",420.65,2,80.21,"pos"
1,29,343979,35,3,"and",861.28,2,71.97,"pos"
1,53,330112,23,6,"ios",420.82,4,155.97,"pos"
0,32,64837,35,3,"and",122.56,2,93.84,"neg"
1,27,15195,32,34,"and",188.07,2,80.76,"neg"
1,47,72580,55,8,"and",864.03,5,153.16,"pos"
1,38,38823,21,30,"and",453.99,5,157.81,"neg"
1,72,46697,41,0,"and",691.5,3,113.18,"neg"
0,50,41640,40,16,"and",319.53,5,105.45,"neg"
1,47,97784,35,18,"and",114.25,4,130.79,"pos"
1,29,15104,29,11,"and",857.69,2,75.08,"neg"
0,44,213385,48,9,"other",70.57,3,92.59,"neg"
1,61,26019,0,37,"and",643.26,1,66.51,"neg"
1,77,135328,0,9,"and",186.41,2,94.19,"pos"
1,44,148933,0,25,"and",481.5,3,94.92,"pos"
1,50,110150,9,6,"and",778.65,2,88.48,"pos"
1,73,57451,65,1,"and",349.52,1,84.46,"pos"
0,29,16452,41,0,"ios",562.21,1,67.09,"pos"
0,68,18973,69,16,"ios",799.77,1,76.85,"pos"
0,56,29969,30,0,"ios",996.63,5,133.67,"pos"
0,46,92637,42,0,"and",515.27,1,84.48,"pos"
0,66,77079,36,9,"and",592.78,3,111.21,"pos"
1,29,35006,12,23,"and",157.58,2,88.38,"neg"
0,76,64406,0,22,"and",897.09,1,62.71,"neg"
0,37,204510,0,19,"and",490.85,1,53.85,"neg"
1,57,19631,8,0,"and",599.33,2,68.34,"neg"
1,32,29765,7,0,"and",193.14,5,156.02,"neg"
1,22,180024,41,25,"and",798.19,2,84.58,"pos"
0,21,17540,43,17,"and",156.18,3,115.31,"neg"
0,54,124033,2,31,"and",847.09,1,78.59,"pos"
0,53,19170,43,38,"and",802.2,4,132.66,"pos"
1,38,20837,37,0,"and",636.24,1,76.54,"neg"
0,38,121821,2,21,"and",783.77,1,72.6,"pos"
1,26,36448,44,0,"and",818.43,3,106.2,"neg"
0,60,26202,3,10,"and",667.14,2,108.67,"neg"
0,26,117290,62,0,"ios",649.75,3,129.21,"pos"
0,20,21460,18,33,"and",827.13,3,119.03,"neg"
1,68,137320,30,9,"and",274.47,4,110.03,"neg"
1,27,21611,0,27,"ios",535.51,2,82.78,"neg"
0,77,126977,9,27,"ios",1033.82,1,81.98,"pos"
1,45,32979,22,0,"and",770.34,2,104.82,"neg"
0,34,52730,0,20,"and",539.17,5,166.44,"neg"
1,71,28202,43,11,"and",556.38,3,89.36,"neg"
1,72,160942,58,33,"ios",358.17,2,80.69,"pos"
0,62,18962,22,12,"and",161.13,1,57.31,"neg"
1,74,205884,32,19,"and",259.81,1,70.9,"pos"
1,26,16770,24,0,"win",334.33,1,68.67,"neg"
0,34,206591,16,22,"and",645.52,2,94.73,"pos"
0,65,217357,28,46,"ios",430.11,3,112.02,"pos"
0,38,328438,35,11,"and",593.89,4,102.84,"pos"
0,65,38679,23,30,"other",57.71,2,87.41,"pos"
0,36,29668,31,9,"ios",1017.15,2,103.25,"pos"
1,42,49112,0,57,"and",432.75,1,68.43,"pos"
1,37,19156,0,0,"ios",809.08,1,63.14,"neg"
0,32,46828,30,0,"and",466.07,1,81.85,"neg"
1,54,83708,54,28,"and",597.69,3,110.59,"pos"
1,46,51544,25,0,"and",727.83,2,87.73,"neg"
0,23,56788,34,19,"and",627.62,2,95.88,"neg"
0,76,344564,50,0,"ios",869.63,2,93.68,"pos"
1,64,253334,33,25,"and",151.68,3,105.9,"pos"
0,41,98594,40,35,"and",510.24,3,91.41,"pos"
0,29,73687,64,37,"and",719.13,2,74.53,"pos"
0,24,203590,43,29,"and",165.14,2,104.42,"pos"
1,58,22172,0,10,"and",528.91,2,93.83,"neg"
1,73,59299,17,9,"and",886.59,1,64.34,"pos"
0,64,38960,39,10,"win",324.66,2,90.34,"neg"
1,36,27392,58,24,"and",812.96,2,100.58,"pos"
1,26,39643,0,0,"and",737.25,1,70.92,"neg"
0,23,56861,58,29,"and",152.99,1,69.71,"pos"
1,74,64096,0,0,"and",363.56,1,59.74,"neg"
1,42,93847,8,11,"and",523.66,4,124.75,"neg"
0,42,39241,53,21,"and",246.12,3,127.41,"neg"
0,24,32313,66,32,"and",856.03,2,96.68,"pos"
1,23,71886,31,10,"and",603.61,1,76.04,"pos"
1,43,287780,7,0,"and",136.2,3,87.44,"pos"
1,53,29415,26,36,"and",563.37,2,76.49,"pos"
1,43,81749,13,28,"and",506.75,1,83.02,"pos"
0,47,38113,57,12,"and",755.4,1,75.42,"pos"
1,75,57687,24,21,"and",695.32,3,122.83,"pos"
1,38,65967,32,26,"and",548.92,3,87.18,"neg"
0,37,15495,69,34,"and",667.36,1,89.22,"pos"
1,38,122908,59,0,"and",245.86,2,91.85,"neg"
1,74,21531,8,0,"and",124.48,2,73.99,"neg"
0,72,27110,11,24,"other",258.78,2,68.22,"neg"
1,75,25578,63,0,"and",202.98,4,128.52,"neg"
0,69,47868,6,7,"and",149.31,3,71.47,"neg"
1,28,89188,6,13,"and",564.15,2,91.86,"neg"
1,75,190125,46,23,"ios",917.03,5,135.45,"pos"
0,69,20319,53,29,"and",482.51,5,121.95,"neg"
0,79,81587,20,33,"and",601.98,2,106.26,"pos"
1,61,26353,30,0,"ios",1069.16,2,97.64,"neg"
1,46,136220,7,0,"and",154.31,4,86.09,"pos"
0,38,54271,72,0,"and",251.14,2,101.79,"pos"
1,35,248503,0,25,"and",777.54,3,106.43,"pos"
1,49,77637,33,0,"ios",875.51,2,111.62,"neg"
1,39,71225,40,0,"and",687.51,1,69.94,"neg"
0,34,84264,35,27,"ios",427.54,1,78.84,"pos"
1,23,113297,21,8,"and",172.24,2,98.24,"pos"
1,58,45888,51,19,"other",40.28,5,131.85,"pos"
1,50,261169,0,28,"and",372.72,2,77.46,"pos"
0,56,142640,0,23,"and",767.91,5,147.34,"neg"
0,48,61116,0,27,"and",446.7,1,74.48,"neg"
1,74,321813,14,18,"and",514.16,4,107.85,"pos"
0,24,314474,54,19,"and",396.84,1,83.02,"pos"
1,68,29960,0,9,"and",554.88,3,96.69,"neg"
0,43,102629,17,4,"ios",745.65,4,129.01,"pos"
0,47,63056,0,32,"and",712.3,4,94.8,"neg"
0,26,72714,40,20,"and",362.27,1,64.42,"pos"
0,48,16559,92,12,"win",334.54,1,94.27,"pos"
0,35,210837,24,13,"and",524.71,2,94.55,"pos"
0,45,119725,60,24,"win",343.54,4,120.02,"neg"
0,26,25652,0,7,"and",288.77,2,105.44,"neg"
0,26,24341,0,29,"and",452.71,4,143.9,"neg"
1,38,31693,31,24,"and",332.27,1,59.92,"pos"
1,61,15699,4,0,"and",875.91,5,95.55,"neg"
0,51,107215,5,9,"and",346.99,2,88.97,"neg"
0,61,31310,31,5,"and",295.84,1,57.43,"neg"
0,28,26245,17,0,"and",413.96,4,103.97,"neg"
0,67,247934,15,27,"and",815.3,4,128.09,"pos"
0,65,17583,57,13,"ios",755.82,2,78.42,"pos"
1,52,26482,23,11,"and",871.06,1,66.83,"pos"
0,32,57600,28,20,"and",577.96,3,98.75,"pos"
1,42,49853,13,14,"and",499.35,3,73.89,"neg"
0,58,19476,37,15,"and",587.99,3,119.14,"neg"
0,51,19080,41,17,"and",804.53,1,87.38,"pos"
0,71,20165,76,9,"and",331.53,2,94.15,"pos"
1,78,36865,24,22,"ios",754.48,1,55.19,"pos"
1,60,31612,40,0,"and",835.67,3,90.76,"neg"
1,35,29306,18,13,"and",117.4,2,71.71,"neg"
0,63,44360,40,21,"and",322.48,1,55.86,"neg"
1,48,16063,38,25,"and",512.24,2,84.38,"neg"
0,37,73173,0,56,"and",181.31,2,94.38,"pos"
0,75,33904,9,30,"ios",763.77,4,93.15,"neg"
1,39,18151,22,2,"ios",659.2,1,61.29,"pos"
0,62,35829,25,19,"and",820.96,2,89.65,"neg"
0,66,314103,0,19,"and",110.09,2,56.94,"pos"
1,72,177636,22,17,"ios",983.73,5,89.14,"pos"
0,36,283556,33,34,"and",179.21,3,78.51,"pos"
0,57,35263,38,0,"and",171.27,1,61.06,"pos"
0,69,20892,15,18,"and",132.5,2,70.33,"neg"
0,70,36529,79,40,"and",261.76,2,82.09,"pos"
0,79,44039,23,21,"and",504.51,1,86.15,"neg"
1,28,40479,45,14,"and",620.14,2,95.24,"pos"
1,44,29936,0,15,"and",144.73,1,51.29,"neg"
0,37,48687,29,20,"and",621.39,1,55.18,"neg"
